"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","compensation","control","coordinates","correct","correct_answer","correct_button_mousetrap_response","correct_end_of_practice","correct_instructions","correct_mousetrap_response","count_block_loop","count_block_sequence","count_end_of_practice","count_experiment","count_experimental_loop","count_feedback","count_instructions","count_logger","count_mousetrap_response","count_new_sketchpad_2","count_reset_feedback","count_stimulus","count_stimulus_2","count_stimulus_3","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mousetrap_response","left_option","live_row","live_row_block_loop","live_row_experimental_loop","logfile","opensesame_codename","opensesame_version","practice","prime_congruency","profession","repeat_cycle","response","response_end_of_practice","response_feedback","response_instructions","response_mousetrap_response","response_stimulus_2","response_time","response_time_end_of_practice","response_time_feedback","response_time_instructions","response_time_mousetrap_response","response_time_stimulus_2","right_option","round_decimals","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_loop","time_block_sequence","time_end_of_practice","time_experiment","time_experimental_loop","time_feedback","time_instructions","time_logger","time_mousetrap_response","time_new_sketchpad_2","time_reset_feedback","time_stimulus","time_stimulus_2","time_stimulus_3","time_trial_sequence","timestamps_mousetrap_response","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_mousetrap_response","ypos_mousetrap_response"
"100","100","930.8861999306828","930.8861999306828","black","yes","psycho","0","1","uniform","1","left_option","left_option","undefined","undefined","1","0","0","0","0","0","NA","0","0","0","0","0","NA","NA","0","0","Wed Apr 14 14:48:05 2021","A template containing a practice and an experimental phase","yes","genderbias-CecilieLaerkeManon.osexp","C:\Users\Jespe\Downloads\New folder\Gender-Bias-Mousetracking-Experiment","no","mono","no","18","no","white","no","yes","768","0","0","2_n_p_m_stim.jpg","0","0","0","C:/Users/Jespe/Downloads/New folder/Gender-Bias-Mousetracking-Experiment/subject-10.csv","Lentiform Loewenfeld","3.3.8","no","incongruent","nurse","0","left_option","space","NA","space","left_option","NA","930.8861999306828","424.8570998897776","NA","1135.6827999697998","930.8861999306828","NA","2_n_c_m_stim.jpg","2","1024","2","48000","-16","experiment","10","even","7455.426700063981","7455.330200027674","7028.079300071113","5876.084299990907","7454.519600025378","NA","5886.685700039379","8957.467300002463","8019.571100012399","7508.795500034466","NA","NA","NA","8019.324299995787","7504.98470000457","[8024.4677000446245, 8034.843700006604, 8045.147099997848, 8055.4096000269055, 8065.6667000148445, 8075.921799987555, 8086.186000029556, 8096.428000018932, 8106.717700022273, 8117.214999976568, 8127.467400045134, 8137.705700006336, 8147.967500030063, 8158.574200002477, 8168.927000020631, 8179.324600030668, 8189.613300026394, 8199.893100070767, 8210.221700021066, 8220.491399988532, 8230.773100047372, 8241.022799978964, 8251.499500009231, 8261.883900035173, 8272.1360999858, 8282.722000032663, 8293.497300008312, 8303.780399961397, 8314.034500042908, 8324.265900067985, 8334.52130004298, 8344.78340006899, 8355.040100053884, 8365.309700020589, 8375.589100061916, 8385.898499982432, 8396.276400075294, 8406.5539999865, 8416.90000006929, 8427.165900007822, 8437.769500073045, 8448.071300052106, 8458.368899999186, 8468.736300012097, 8479.520600056276, 8490.003100014292, 8500.274599995464, 8510.513399960473, 8520.75030002743, 8531.004499993287, 8541.4384000469, 8551.902699982747, 8562.27650004439, 8572.517100023106, 8582.801799988374, 8593.40210002847, 8604.347400018014, 8614.603900001384, 8624.848400009796, 8635.12420002371, 8645.458600018173, 8655.823300010525, 8666.13020002842, 8676.428299979307, 8686.755800037645, 8697.082599974237, 8707.492299959995, 8718.092800001614, 8728.503999998793, 8738.874300033785, 8749.253900023177, 8759.954700013623, 8770.205000066198, 8780.522300046869, 8791.104200063273, 8801.713300053962, 8813.324899994768, 8823.884700075723, 8834.14549997542, 8844.460000051185, 8854.783199960366, 8865.048600011505, 8875.503199989907, 8886.382300057448, 8896.639100043103, 8907.626200001687, 8917.986200074665, 8928.22820006404, 8938.590300036594, 8949.035300058313, 8955.353899975307]","Extended template","1","930.8861999306828","1","yes","1024","[0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -70.5, -83.5, -89.5, -108.5, -121.5, -127.5, -129.5, -130.5, -125.5, -120.5, -118.5, -112.5, -99.5, -92.5, -83.5, -68.5, -51.5, -25.5, -9.5, 31.5, 43.5, 48.5, 53.5, 53.5, 54.5, 50.5, 21.5, -16.5, -59.5, -91.5, -117.5, -128.5, -135.5, -138.5, -143.5, -145.5, -154.5, -162.5, -175.5, -186.5, -197.5, -208.5, -220.5, -230.5, -249.5, -265.5, -279.5, -286.5, -293.5, -310.5, -315.5, -318.5, -318.5, -318.5]","[700, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 386.5, 326.5, 284.5, 205.5, 173.5, 135.5, 102.5, 69.5, 38.5, 23.5, 8.5, -3.5, -20.5, -27.5, -39.5, -48.5, -56.5, -66.5, -73.5, -97.5, -105.5, -121.5, -137.5, -152.5, -172.5, -194.5, -213.5, -225.5, -246.5, -260.5, -274.5, -282.5, -287.5, -290.5, -292.5, -293.5, -290.5, -286.5, -282.5, -274.5, -270.5, -263.5, -259.5, -255.5, -248.5, -238.5, -234.5, -230.5, -230.5, -229.5, -229.5, -229.5, -229.5, -229.5]"
"100","100","1015.3215499594808","1015.3215499594808","black","yes","psycho","0","1","uniform","1","right_option","right_option","undefined","undefined","1","0","0","0","0","0","NA","0","1","1","1","0","NA","NA","1","1","Wed Apr 14 14:48:05 2021","A template containing a practice and an experimental phase","yes","genderbias-CecilieLaerkeManon.osexp","C:\Users\Jespe\Downloads\New folder\Gender-Bias-Mousetracking-Experiment","no","mono","no","18","no","white","no","yes","768","0","0","1_m_c_m_stim.jpg","1","1","0","C:/Users/Jespe/Downloads/New folder/Gender-Bias-Mousetracking-Experiment/subject-10.csv","Lentiform Loewenfeld","3.3.8","no","congruent","mechanic","0","right_option","space","NA","space","right_option","NA","1099.7568999882787","424.8570998897776","NA","1135.6827999697998","1099.7568999882787","NA","1_m_p_m_stim.jpg","2","1024","2","48000","-16","experiment","10","even","7455.426700063981","7455.330200027674","7028.079300071113","5876.084299990907","7454.519600025378","NA","5886.685700039379","10678.119500051253","9574.838100001216","9054.110100027174","NA","NA","NA","9574.673900031485","9048.921799985692","[9575.712900026701, 9586.41260000877, 9596.677600056864, 9606.93790006917, 9617.209000047296, 9627.506599994376, 9637.772700050846, 9648.112699971534, 9658.48049998749, 9668.87300007511, 9679.247900028713, 9689.549300004728, 9699.805599986576, 9710.176600026898, 9720.475899986923, 9730.732399970293, 9741.087400005199, 9751.392300007865, 9761.649199994281, 9771.940600010566, 9782.699399976991, 9793.14309998881, 9803.501700051129, 9813.764999969862, 9824.096800060943, 9834.595500025898, 9844.861799967475, 9855.101500055753, 9865.387800033204, 9875.745799974538, 9886.056400020607, 9896.347300033085, 9906.6407000646, 9916.917799971998, 9927.213000017218, 9937.522300053388, 9947.897400008515, 9958.226299961098, 9968.505199998617, 9979.231100063771, 9989.653900032863, 9999.948700075038, 10010.267000063322, 10020.731900003739, 10031.229699961841, 10041.726100025699, 10052.14230006095, 10063.21170006413, 10073.595799971372, 10083.883499959484, 10094.170200056396, 10104.423900018446, 10114.657500060275, 10124.895200016908, 10135.244900011458, 10146.16180001758, 10156.419900013134, 10166.67090007104, 10176.932299975306, 10187.271900009364, 10198.260399978608, 10208.519999985583, 10219.174099969678, 10229.83840003144, 10240.108700003475, 10250.497300061397, 10260.795900016092, 10271.045400062576, 10281.2839000253, 10292.359400074929, 10302.80770000536, 10313.068800023757, 10323.512600036338, 10333.814100013115, 10344.103600014932, 10354.374999995343, 10364.614699967206, 10374.8867000686, 10385.258099995553, 10395.550700020976, 10405.921300058253, 10416.317200055346, 10426.603400032036, 10436.909900046885, 10447.248800075613, 10457.550600054674, 10468.006700044498, 10478.410999989137, 10488.68740000762, 10498.949100030586, 10509.20510001015, 10519.470800063573, 10529.81480001472, 10540.179700008593, 10550.572799984366, 10560.913800029084, 10571.221700054593, 10581.501099979505, 10591.852499986999, 10602.210700046271, 10612.702999962494, 10623.01690003369, 10633.36320000235, 10643.651699996553, 10653.986599994823, 10664.27529999055, 10674.554100027308, 10675.46980001498]","Extended template","2","2030.6430999189615","2","yes","1024","[0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -4.5, 15.5, 32.5, 52.5, 104.5, 130.5, 160.5, 174.5, 197.5, 222.5, 238.5, 258.5, 279.5, 291.5, 303.5, 312.5, 325.5, 330.5, 330.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5, 332.5]","[700, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 396.5, 349.5, 299.5, 237.5, 158.5, 100.5, 41.5, 3.5, -49.5, -95.5, -130.5, -173.5, -216.5, -238.5, -251.5, -276.5, -292.5, -304.5, -314.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5, -317.5]"
"100","100","960.9494666413715","960.9494666413715","black","yes","psycho","0","0","uniform","1","right_option","right_option","undefined","undefined","1","0","0","0","0","0","NA","0","2","2","2","0","NA","NA","2","2","Wed Apr 14 14:48:05 2021","A template containing a practice and an experimental phase","yes","genderbias-CecilieLaerkeManon.osexp","C:\Users\Jespe\Downloads\New folder\Gender-Bias-Mousetracking-Experiment","no","mono","no","18","no","white","no","yes","768","0","0","2_d_c_m_stim.jpg","2","2","0","C:/Users/Jespe/Downloads/New folder/Gender-Bias-Mousetracking-Experiment/subject-10.csv","Lentiform Loewenfeld","3.3.8","no","incongruent","doctor","0","right_option","space","NA","space","right_option","NA","852.2053000051528","424.8570998897776","NA","1135.6827999697998","852.2053000051528","NA","2_d_p_f_stim.jpg","2","1024","2","48000","-16","experiment","10","even","7455.426700063981","7455.330200027674","7028.079300071113","5876.084299990907","7454.519600025378","NA","5886.685700039379","12140.743299969472","11284.442099975422","10767.34729995951","NA","NA","NA","11284.204800031148","10763.191899983212","[11285.686300019734, 11296.383199980482, 11306.65579997003, 11316.934100002982, 11327.187799965031, 11337.486800039187, 11347.738899989054, 11357.983099995181, 11368.381000007503, 11378.690500045195, 11388.952700071968, 11399.221600033343, 11409.50279997196, 11419.971100054681, 11430.240700021386, 11440.499200019985, 11450.788400019519, 11461.2674000673, 11471.566800028086, 11481.920600053854, 11492.380000068806, 11502.683900063857, 11512.919300002977, 11523.175399983302, 11533.529800013639, 11543.87960000895, 11554.173000040464, 11564.573500072584, 11574.89429996349, 11585.203499998897, 11595.70090007037, 11606.020500068553, 11616.289400029927, 11626.56370003242, 11636.832599993795, 11647.269100067206, 11658.026700024493, 11668.391000013798, 11678.666900028475, 11688.942500040866, 11699.333500000648, 11709.73420003429, 11720.03940003924, 11730.296600027941, 11741.04560003616, 11751.704000052996, 11762.22819997929, 11772.798200021498, 11783.214600058272, 11794.359600055031, 11804.641800001264, 11814.886500011198, 11825.180100044236, 11835.467500030063, 11845.840099966154, 11856.174100073986, 11866.46439996548, 11876.745000015944, 11887.007900048047, 11897.263500024565, 11907.852299977094, 11918.779700063169, 11929.12200000137, 11939.449900062755, 11950.121100060642, 11960.435700020753, 11970.710700028576, 11981.051200069487, 11991.388299968094, 12001.740299980156, 12012.036900036037, 12022.307000006549, 12032.645100029185, 12044.40410004463, 12054.69030002132, 12064.938000054099, 12075.243900064379, 12085.966399987228, 12096.263200044632, 12106.530099990778, 12116.809300030582, 12127.17240001075, 12137.593599967659, 12137.891600024886]","Extended template","3","2882.8483999241143","3","yes","1024","[0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 57.5, 64.5, 92.5, 116.5, 171.5, 220.5, 248.5, 261.5, 302.5, 321.5, 332.5, 345.5, 351.5, 355.5, 361.5, 365.5, 365.5, 365.5, 365.5, 365.5, 365.5, 368.5, 367.5, 365.5, 365.5, 367.5, 366.5, 365.5, 364.5, 362.5, 360.5, 361.5, 359.5, 357.5, 357.5, 360.5, 360.5, 360.5, 361.5]","[700, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 403.5, 356.5, 313.5, 267.5, 223.5, 180.5, 157.5, 126.5, 83.5, 52.5, 33.5, 20.5, -6.5, -18.5, -22.5, -29.5, -32.5, -37.5, -41.5, -46.5, -56.5, -65.5, -73.5, -83.5, -97.5, -106.5, -117.5, -128.5, -144.5, -158.5, -173.5, -198.5, -218.5, -238.5, -246.5, -255.5, -258.5, -258.5, -258.5]"
"75","75","913.8103500008583","913.8103500008583","black","yes","psycho","0","0","uniform","0","left_option","left_option","undefined","undefined","0","0","0","0","0","0","NA","0","3","3","3","0","NA","NA","3","3","Wed Apr 14 14:48:05 2021","A template containing a practice and an experimental phase","yes","genderbias-CecilieLaerkeManon.osexp","C:\Users\Jespe\Downloads\New folder\Gender-Bias-Mousetracking-Experiment","no","mono","no","18","no","white","no","yes","768","0","0","4_n_c_m_stim.jpg","3","3","0","C:/Users/Jespe/Downloads/New folder/Gender-Bias-Mousetracking-Experiment/subject-10.csv","Lentiform Loewenfeld","3.3.8","no","congruent","nurse","0","right_option","space","NA","space","right_option","NA","772.3930000793189","424.8570998897776","NA","1135.6827999697998","772.3930000793189","NA","4_n_p_f_stim.jpg","2","1024","2","48000","-16","experiment","10","even","7455.426700063981","7455.330200027674","7028.079300071113","5876.084299990907","7454.519600025378","NA","5886.685700039379","13518.249599961564","12741.614900063723","12234.5481000375","NA","NA","NA","12741.343799978495","12230.74390005786","[12742.949399980716, 12753.392299986444, 12763.681399985217, 12773.941999999806, 12784.255600068718, 12794.640599982813, 12804.939800058492, 12815.200999961235, 12825.51070000045, 12835.932000074536, 12846.184300025925, 12856.436699978076, 12866.704900050536, 12877.02829996124, 12887.331000063568, 12897.568900021724, 12907.920800033025, 12918.229300063103, 12928.497300017625, 12939.104299992323, 12949.405599967577, 12959.661500062793, 12969.98509997502, 12980.285900062881, 12990.53820001427, 13000.98320003599, 13011.370199965313, 13021.669100038707, 13031.939800013788, 13042.19369997736, 13052.61390004307, 13063.057400053367, 13073.285600054078, 13083.917299984023, 13094.25890003331, 13104.49840000365, 13115.151899983175, 13125.976499984972, 13136.248199967667, 13146.577300038189, 13156.888099969365, 13167.374600074254, 13177.757299970835, 13188.179700053297, 13198.531400063075, 13208.797700004652, 13219.103700015694, 13229.47700007353, 13239.756399998441, 13250.016600009985, 13260.265100048855, 13270.507000037469, 13281.106800073758, 13291.835300042294, 13302.183300023898, 13312.756599974819, 13323.080300004221, 13333.352299989201, 13344.085999997333, 13354.409400024451, 13364.652500022203, 13374.903599964455, 13385.184700018726, 13396.144300000742, 13406.378400046378, 13416.68370005209, 13427.008399972692, 13437.294500065036, 13447.61340005789, 13457.913900027052, 13468.183299992234, 13478.431300027296, 13488.811400020495, 13499.133500037715, 13509.497500024736, 13515.342400060035]","Extended template","3","3655.2414000034332","4","yes","1024","[0, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 117.5, 151.5, 191.5, 226.5, 273.5, 285.5, 293.5, 327.5, 358.5, 383.5, 396.5, 405.5, 410.5, 411.5, 413.5, 414.5, 414.5, 414.5, 414.5, 414.5, 414.5, 414.5, 414.5, 414.5, 414.5, 414.5, 414.5]","[700, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 699.5, 367.5, 317.5, 254.5, 210.5, 140.5, 75.5, 48.5, 0.5, -50.5, -101.5, -151.5, -184.5, -208.5, -230.5, -254.5, -259.5, -267.5, -271.5, -271.5, -271.5, -271.5, -271.5, -271.5, -271.5, -271.5, -271.5, -271.5]"
